wafer_id,lot_id,stage_id,tool_id,chamber_id,timestamp,parameter_name,parameter_value,upper_limit,lower_limit
W0001,LOT001,Etch,ETCH-B3,CH1,2026-02-28T18:31:58.764810,pressure,19.323078,25.0,15.0
W0001,LOT001,Etch,ETCH-B3,CH1,2026-02-28T18:31:58.764810,gas_flow_cf4,51.835029,60.0,40.0
W0001,LOT001,Etch,ETCH-B3,CH1,2026-02-28T18:31:58.764810,gas_flow_o2,10.5155,13.0,7.0
W0001,LOT001,Etch,ETCH-B3,CH1,2026-02-28T18:31:58.764810,etch_time,124.656401,140.0,100.0
W0001,LOT001,Etch,ETCH-B3,CH1,2026-02-28T18:36:58.764810,rf_power,487.411737,550.0,450.0
W0001,LOT001,Etch,ETCH-B3,CH1,2026-02-28T18:36:58.764810,pressure,19.690788,25.0,15.0
W0001,LOT001,Etch,ETCH-B3,CH1,2026-02-28T18:36:58.764810,gas_flow_cf4,50.99379,60.0,40.0
W0001,LOT001,Etch,ETCH-B3,CH1,2026-02-28T18:36:58.764810,gas_flow_o2,10.487773,13.0,7.0
W0001,LOT001,Etch,ETCH-B3,CH1,2026-02-28T18:36:58.764810,etch_time,117.604129,140.0,100.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:31:58.764810,rf_power,497.215115,550.0,450.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:31:58.764810,pressure,22.966473,25.0,15.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:31:58.764810,gas_flow_cf4,53.539149,60.0,40.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:31:58.764810,gas_flow_o2,9.550896,13.0,7.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:31:58.764810,etch_time,124.173977,140.0,100.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:36:58.764810,rf_power,504.448421,550.0,450.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:36:58.764810,pressure,18.96217,25.0,15.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:36:58.764810,gas_flow_cf4,49.772589,60.0,40.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:36:58.764810,gas_flow_o2,10.486482,13.0,7.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:36:58.764810,etch_time,123.977977,140.0,100.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:41:58.764810,rf_power,522.431514,550.0,450.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:41:58.764810,pressure,20.338181,25.0,15.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:41:58.764810,gas_flow_cf4,60.116889,60.0,40.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:41:58.764810,gas_flow_o2,9.539805,13.0,7.0
W0001,LOT001,Etch,ETCH-B3,CH2,2026-02-28T18:41:58.764810,etch_time,118.006808,140.0,100.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:46:58.764810,rf_power,499.087039,550.0,450.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:46:58.764810,pressure,18.58125,25.0,15.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:46:58.764810,gas_flow_cf4,53.127475,60.0,40.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:46:58.764810,gas_flow_o2,10.451766,13.0,7.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:46:58.764810,etch_time,120.095002,140.0,100.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:51:58.764810,rf_power,491.983753,550.0,450.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:51:58.764810,pressure,18.504946,25.0,15.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:51:58.764810,gas_flow_cf4,39.10002,60.0,40.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:51:58.764810,gas_flow_o2,9.595753,13.0,7.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:51:58.764810,etch_time,117.491215,140.0,100.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:56:58.764810,rf_power,513.731032,550.0,450.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:56:58.764810,pressure,20.328751,25.0,15.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:56:58.764810,gas_flow_cf4,48.410719,60.0,40.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:56:58.764810,gas_flow_o2,10.256634,13.0,7.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T18:56:58.764810,etch_time,120.485388,140.0,100.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T19:01:58.764810,rf_power,514.529675,550.0,450.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T19:01:58.764810,pressure,19.297947,25.0,15.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T19:01:58.764810,gas_flow_cf4,49.017014,60.0,40.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T19:01:58.764810,gas_flow_o2,9.803946,13.0,7.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T19:01:58.764810,etch_time,112.682425,140.0,100.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T19:06:58.764810,rf_power,504.441804,550.0,450.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T19:06:58.764810,pressure,20.261055,25.0,15.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T19:06:58.764810,gas_flow_cf4,50.01534,60.0,40.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T19:06:58.764810,gas_flow_o2,9.882706,13.0,7.0
W0001,LOT001,Etch,ETCH-B3,CH3,2026-02-28T19:06:58.764810,etch_time,112.923146,140.0,100.0
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:16:58.764810,temperature,413.39899,420.0,380.0
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:16:58.764810,pressure,4.373806,5.5,3.5
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:16:58.764810,sih4_flow,102.264682,115.0,85.0
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:16:58.764810,deposition_time,298.339391,330.0,270.0
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:21:58.764810,temperature,401.074694,420.0,380.0
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:21:58.764810,pressure,3.893306,5.5,3.5
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:21:58.764810,sih4_flow,95.284716,115.0,85.0
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:21:58.764810,deposition_time,314.039587,330.0,270.0
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:26:58.764810,temperature,399.907246,420.0,380.0
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:26:58.764810,pressure,3.997949,5.5,3.5
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:26:58.764810,sih4_flow,94.637341,115.0,85.0
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:26:58.764810,deposition_time,290.074138,330.0,270.0
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:31:58.764810,temperature,400.511738,420.0,380.0
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:31:58.764810,pressure,4.370217,5.5,3.5
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:31:58.764810,sih4_flow,96.704088,115.0,85.0
W0001,LOT001,CVD,CVD-C1,CH1,2026-02-28T22:31:58.764810,deposition_time,300.039373,330.0,270.0
W0001,LOT001,CVD,CVD-C1,CH2,2026-02-28T22:31:58.764810,temperature,402.38877,420.0,380.0
W0001,LOT001,CVD,CVD-C1,CH2,2026-02-28T22:31:58.764810,pressure,4.422291,5.5,3.5
W0001,LOT001,CVD,CVD-C1,CH2,2026-02-28T22:31:58.764810,sih4_flow,97.126454,115.0,85.0
W0001,LOT001,CVD,CVD-C1,CH2,2026-02-28T22:31:58.764810,deposition_time,295.785018,330.0,270.0
W0001,LOT001,CVD,CVD-C1,CH2,2026-02-28T22:36:58.764810,temperature,401.699105,420.0,380.0
W0001,LOT001,CVD,CVD-C1,CH2,2026-02-28T22:36:58.764810,pressure,4.497786,5.5,3.5
W0001,LOT001,CVD,CVD-C1,CH2,2026-02-28T22:36:58.764810,sih4_flow,103.836484,115.0,85.0
W0001,LOT001,CVD,CVD-C1,CH2,2026-02-28T22:36:58.764810,deposition_time,288.502074,330.0,270.0
W0001,LOT001,CVD,CVD-C1,CH2,2026-02-28T22:41:58.764810,temperature,396.123319,420.0,380.0
W0001,LOT001,CVD,CVD-C1,CH2,2026-02-28T22:41:58.764810,pressure,4.731942,5.5,3.5
W0001,LOT001,CVD,CVD-C1,CH2,2026-02-28T22:41:58.764810,sih4_flow,95.990861,115.0,85.0
W0001,LOT001,CVD,CVD-C1,CH2,2026-02-28T22:41:58.764810,deposition_time,313.840157,330.0,270.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:16:58.764810,down_force,3.281041,4.0,2.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:16:58.764810,platen_speed,84.176977,100.0,60.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:16:58.764810,slurry_flow,191.193592,250.0,150.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:16:58.764810,polish_time,90.384475,110.0,70.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:21:58.764810,down_force,2.901314,4.0,2.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:21:58.764810,platen_speed,82.769488,100.0,60.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:21:58.764810,slurry_flow,217.06605,250.0,150.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:21:58.764810,polish_time,94.367947,110.0,70.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:26:58.764810,down_force,3.001829,4.0,2.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:26:58.764810,platen_speed,78.903382,100.0,60.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:26:58.764810,slurry_flow,206.490867,250.0,150.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:26:58.764810,polish_time,83.885632,110.0,70.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:31:58.764810,down_force,3.107267,4.0,2.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:31:58.764810,platen_speed,77.255927,100.0,60.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:31:58.764810,slurry_flow,206.205482,250.0,150.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:31:58.764810,polish_time,89.195313,110.0,70.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:36:58.764810,down_force,2.922347,4.0,2.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:36:58.764810,platen_speed,77.343463,100.0,60.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:36:58.764810,slurry_flow,196.43255,250.0,150.0
W0001,LOT001,CMP,CMP-D2,CH1,2026-03-01T02:36:58.764810,polish_time,92.780609,110.0,70.0
W0001,LOT001,CMP,CMP-D2,CH2,2026-03-01T02:31:58.764810,down_force,3.208772,4.0,2.0
W0001,LOT001,CMP,CMP-D2,CH2,2026-03-01T02:31:58.764810,platen_speed,81.579344,100.0,60.0
W0001,LOT001,CMP,CMP-D2,CH2,2026-03-01T02:31:58.764810,slurry_flow,213.638865,250.0,150.0
W0001,LOT001,CMP,CMP-D2,CH2,2026-03-01T02:31:58.764810,polish_time,104.313892,110.0,70.0
W0001,LOT001,CMP,CMP-D2,CH2,2026-03-01T02:36:58.764810,down_force,3.507833,4.0,2.0
W0001,LOT001,CMP,CMP-D2,CH2,2026-03-01T02:36:58.764810,platen_speed,80.779648,100.0,60.0
W0001,LOT001,CMP,CMP-D2,CH2,2026-03-01T02:36:58.764810,slurry_flow,207.818229,250.0,150.0
W0001,LOT001,CMP,CMP-D2,CH2,2026-03-01T02:36:58.764810,polish_time,83.815246,110.0,70.0
W0001,LOT001,CMP,CMP-D2,CH2,2026-03-01T02:41:58.764810,down_force,2.735909,4.0,2.0
W0001,LOT001,CMP,CMP-D2,CH2,2026-03-01T02:41:58.764810,platen_speed,81.565825,100.0,60.0
W0001,LOT001,CMP,CMP-D2,CH2,2026-03-01T02:41:58.764810,slurry_flow,202.969847,250.0,150.0
W0001,LOT001,CMP,CMP-D2,CH2,2026-03-01T02:41:58.764810,polish_time,91.252464,110.0,70.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T02:46:58.764810,down_force,3.06929,4.0,2.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T02:46:58.764810,platen_speed,77.959926,100.0,60.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T02:46:58.764810,slurry_flow,202.322537,250.0,150.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T02:46:58.764810,polish_time,91.465362,110.0,70.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T02:51:58.764810,down_force,2.85713,4.0,2.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T02:51:58.764810,platen_speed,85.597324,100.0,60.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T02:51:58.764810,slurry_flow,204.738329,250.0,150.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T02:51:58.764810,polish_time,84.043483,110.0,70.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T02:56:58.764810,down_force,3.131311,4.0,2.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T02:56:58.764810,platen_speed,77.075955,100.0,60.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T02:56:58.764810,slurry_flow,207.870846,250.0,150.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T02:56:58.764810,polish_time,95.792978,110.0,70.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T03:01:58.764810,down_force,2.835864,4.0,2.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T03:01:58.764810,platen_speed,82.890128,100.0,60.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T03:01:58.764810,slurry_flow,204.127809,250.0,150.0
W0001,LOT001,CMP,CMP-D2,CH3,2026-03-01T03:01:58.764810,polish_time,94.110301,110.0,70.0
W0001,LOT001,Implant,IMP-E2,CH1,2026-03-01T06:16:58.764810,beam_energy,53.793586,60.0,40.0
W0001,LOT001,Implant,IMP-E2,CH1,2026-03-01T06:16:58.764810,dose,987730594199856.5,1200000000000000.0,800000000000000.0
W0001,LOT001,Implant,IMP-E2,CH1,2026-03-01T06:16:58.764810,tilt_angle,6.773879,9.0,5.0
W0001,LOT001,Implant,IMP-E2,CH1,2026-03-01T06:16:58.764810,beam_current,9.555243,12.0,8.0
W0001,LOT001,Implant,IMP-E2,CH1,2026-03-01T06:21:58.764810,beam_energy,48.368379,60.0,40.0
W0001,LOT001,Implant,IMP-E2,CH1,2026-03-01T06:21:58.764810,dose,996144914529294.8,1200000000000000.0,800000000000000.0
W0001,LOT001,Implant,IMP-E2,CH1,2026-03-01T06:21:58.764810,tilt_angle,7.102346,9.0,5.0
W0001,LOT001,Implant,IMP-E2,CH1,2026-03-01T06:21:58.764810,beam_current,10.138345,12.0,8.0
W0001,LOT001,Implant,IMP-E2,CH1,2026-03-01T06:26:58.764810,beam_energy,51.654366,60.0,40.0
W0001,LOT001,Implant,IMP-E2,CH1,2026-03-01T06:26:58.764810,dose,1000650094593895.4,1200000000000000.0,800000000000000.0
W0001,LOT001,Implant,IMP-E2,CH1,2026-03-01T06:26:58.764810,tilt_angle,7.43606,9.0,5.0
W0001,LOT001,Implant,IMP-E2,CH1,2026-03-01T06:26:58.764810,beam_current,9.867672,12.0,8.0
W0001,LOT001,Implant,IMP-E2,CH2,2026-03-01T06:31:58.764810,beam_energy,55.440338,60.0,40.0
W0001,LOT001,Implant,IMP-E2,CH2,2026-03-01T06:31:58.764810,dose,1031283367388250.2,1200000000000000.0,800000000000000.0
W0001,LOT001,Implant,IMP-E2,CH2,2026-03-01T06:31:58.764810,tilt_angle,6.742853,9.0,5.0
W0001,LOT001,Implant,IMP-E2,CH2,2026-03-01T06:31:58.764810,beam_current,9.464554,12.0,8.0
W0001,LOT001,Implant,IMP-E2,CH2,2026-03-01T06:36:58.764810,beam_energy,50.964945,60.0,40.0
W0001,LOT001,Implant,IMP-E2,CH2,2026-03-01T06:36:58.764810,dose,1195534393826468.5,1200000000000000.0,800000000000000.0
W0001,LOT001,Implant,IMP-E2,CH2,2026-03-01T06:36:58.764810,tilt_angle,6.96276,9.0,5.0
W0001,LOT001,Implant,IMP-E2,CH2,2026-03-01T06:36:58.764810,beam_current,10.37017,12.0,8.0
W0001,LOT001,Implant,IMP-E2,CH2,2026-03-01T06:41:58.764810,beam_energy,49.095076,60.0,40.0
W0001,LOT001,Implant,IMP-E2,CH2,2026-03-01T06:41:58.764810,dose,1038852489745180.4,1200000000000000.0,800000000000000.0
W0001,LOT001,Implant,IMP-E2,CH2,2026-03-01T06:41:58.764810,tilt_angle,7.313671,9.0,5.0
W0001,LOT001,Implant,IMP-E2,CH2,2026-03-01T06:41:58.764810,beam_current,9.828929,12.0,8.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:00:30.764810,exposure_dose,33.61093,40.0,30.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:00:30.764810,focus_offset,-0.025648,0.2,-0.2
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:00:30.764810,develop_time,61.420218,70.0,50.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:00:30.764810,bake_temperature,110.092479,115.0,105.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:05:30.764810,exposure_dose,35.945112,40.0,30.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:05:30.764810,focus_offset,0.088147,0.2,-0.2
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:05:30.764810,develop_time,60.461907,70.0,50.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:05:30.764810,bake_temperature,109.191063,115.0,105.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:10:30.764810,exposure_dose,36.586135,40.0,30.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:10:30.764810,focus_offset,0.002568,0.2,-0.2
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:10:30.764810,develop_time,61.744894,70.0,50.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:10:30.764810,bake_temperature,111.066199,115.0,105.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:15:30.764810,exposure_dose,33.561488,40.0,30.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:15:30.764810,focus_offset,0.0691,0.2,-0.2
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:15:30.764810,develop_time,61.810244,70.0,50.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:15:30.764810,bake_temperature,109.396096,115.0,105.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:20:30.764810,exposure_dose,35.456674,40.0,30.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:20:30.764810,focus_offset,0.01286,0.2,-0.2
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:20:30.764810,develop_time,60.047864,70.0,50.0
W0002,LOT001,Litho,LITHO-A3,CH1,2026-03-09T01:20:30.764810,bake_temperature,110.871914,115.0,105.0
W0002,LOT001,Litho,LITHO-A3,CH2,2026-03-09T01:15:30.764810,exposure_dose,37.156034,40.0,30.0
W0002,LOT001,Litho,LITHO-A3,CH2,2026-03-09T01:15:30.764810,focus_offset,-0.173747,0.2,-0.2
W0002,LOT001,Litho,LITHO-A3,CH2,2026-03-09T01:15:30.764810,develop_time,60.014613,70.0,50.0
W0002,LOT001,Litho,LITHO-A3,CH2,2026-03-09T01:15:30.764810,bake_temperature,110.954002,115.0,105.0
W0002,LOT001,Litho,LITHO-A3,CH2,2026-03-09T01:20:30.764810,exposure_dose,35.977087,40.0,30.0
W0002,LOT001,Litho,LITHO-A3,CH2,2026-03-09T01:20:30.764810,focus_offset,-0.015763,0.2,-0.2
W0002,LOT001,Litho,LITHO-A3,CH2,2026-03-09T01:20:30.764810,develop_time,61.517938,70.0,50.0
W0002,LOT001,Litho,LITHO-A3,CH2,2026-03-09T01:20:30.764810,bake_temperature,109.227175,115.0,105.0
W0002,LOT001,Litho,LITHO-A3,CH2,2026-03-09T01:25:30.764810,exposure_dose,34.644772,40.0,30.0
W0002,LOT001,Litho,LITHO-A3,CH2,2026-03-09T01:25:30.764810,focus_offset,-0.024268,0.2,-0.2
W0002,LOT001,Litho,LITHO-A3,CH2,2026-03-09T01:25:30.764810,develop_time,60.163748,70.0,50.0
W0002,LOT001,Litho,LITHO-A3,CH2,2026-03-09T01:25:30.764810,bake_temperature,112.314659,115.0,105.0
W0002,LOT001,Etch,ETCH-B3,CH1,2026-03-09T05:00:30.764810,rf_power,456.052822,550.0,450.0
W0002,LOT001,Etch,ETCH-B3,CH1,2026-03-09T05:00:30.764810,pressure,18.132735,25.0,15.0
