wafer_id,x,y,defect_code,timestamp,lot_id
W0001,70.52,91.04,85,2026-02-28T13:40:46.764810,LOT001
W0001,-65.39,-96.77,46,2026-02-28T13:40:15.764810,LOT001
W0001,75.18,92.05,53,2026-02-28T13:43:13.764810,LOT001
W0001,147.15,-26.21,94,2026-02-28T13:15:02.764810,LOT001
W0001,-38.39,82.92,87,2026-02-28T13:55:57.764810,LOT001
W0001,-47.76,129.23,83,2026-02-28T13:18:04.764810,LOT001
W0001,107.52,-21.3,8,2026-02-28T13:38:50.764810,LOT001
W0001,75.26,76.36,94,2026-02-28T13:34:30.764810,LOT001
W0001,1.58,97.94,14,2026-02-28T13:28:19.764810,LOT001
W0001,-53.99,118.66,25,2026-02-28T13:24:20.764810,LOT001
W0001,-54.21,135.02,69,2026-02-28T13:41:58.764810,LOT001
W0001,135.18,22.03,18,2026-02-28T13:40:09.764810,LOT001
W0001,39.55,-15.47,24,2026-02-28T13:30:21.764810,LOT001
W0001,-62.04,-51.4,60,2026-02-28T13:28:24.764810,LOT001
W0001,51.76,75.71,10,2026-02-28T13:41:36.764810,LOT001
W0001,87.47,86.89,71,2026-02-28T13:18:02.764810,LOT001
W0001,-122.64,-1.67,7,2026-02-28T13:55:52.764810,LOT001
W0001,-132.73,14.86,70,2026-02-28T14:08:25.764810,LOT001
W0001,-17.54,116.31,2,2026-02-28T13:17:43.764810,LOT001
W0001,-44.73,-114.88,97,2026-02-28T14:09:17.764810,LOT001
W0001,-107.1,78.45,31,2026-02-28T13:22:42.764810,LOT001
W0001,35.47,-119.66,53,2026-02-28T13:44:30.764810,LOT001
W0001,-124.77,60.29,62,2026-02-28T13:25:56.764810,LOT001
W0001,61.87,-125.6,52,2026-02-28T13:15:21.764810,LOT001
W0001,-37.72,-38.81,22,2026-02-28T13:37:13.764810,LOT001
W0001,-37.12,-124.95,1,2026-02-28T13:38:00.764810,LOT001
W0001,83.14,17.52,34,2026-02-28T14:04:52.764810,LOT001
W0001,-22.73,121.91,59,2026-02-28T13:30:49.764810,LOT001
W0001,-116.64,-2.21,55,2026-02-28T13:58:54.764810,LOT001
W0001,-146.59,-9.4,94,2026-02-28T14:04:49.764810,LOT001
W0001,-114.74,44.76,72,2026-02-28T13:56:32.764810,LOT001
W0001,73.81,25.01,92,2026-02-28T13:44:34.764810,LOT001
W0001,138.65,-37.54,20,2026-02-28T13:24:18.764810,LOT001
W0001,-64.29,110.58,38,2026-02-28T13:26:12.764810,LOT001
W0001,8.31,147.89,8,2026-02-28T13:50:53.764810,LOT001
W0001,-127.86,16.16,95,2026-02-28T13:48:21.764810,LOT001
W0001,140.79,6.93,8,2026-02-28T14:02:24.764810,LOT001
W0001,38.82,58.72,41,2026-02-28T13:15:15.764810,LOT001
W0001,-13.64,38.27,7,2026-02-28T13:51:13.764810,LOT001
W0001,25.29,120.35,62,2026-02-28T13:45:40.764810,LOT001
W0001,-13.3,36.04,68,2026-02-28T13:22:05.764810,LOT001
W0001,-66.79,-93.56,8,2026-02-28T13:46:01.764810,LOT001
W0001,-10.89,-43.99,11,2026-02-28T14:09:28.764810,LOT001
W0001,25.1,-126.68,24,2026-02-28T13:16:01.764810,LOT001
W0001,59.45,10.83,77,2026-02-28T13:15:59.764810,LOT001
W0001,-57.14,94.14,87,2026-02-28T14:10:11.764810,LOT001
W0001,55.42,-101.21,31,2026-02-28T13:38:54.764810,LOT001
W0001,34.02,-24.53,16,2026-02-28T13:50:14.764810,LOT001
W0001,-37.06,93.17,32,2026-02-28T13:50:52.764810,LOT001
W0001,28.24,-35.73,77,2026-02-28T13:14:03.764810,LOT001
W0001,101.5,-9.39,80,2026-02-28T13:16:56.764810,LOT001
W0001,-25.55,-67.98,54,2026-02-28T13:56:13.764810,LOT001
W0001,148.99,16.63,75,2026-02-28T13:49:56.764810,LOT001
W0001,104.89,-75.8,67,2026-02-28T13:32:56.764810,LOT001
W0001,-14.84,-111.25,34,2026-02-28T13:25:17.764810,LOT001
W0001,136.22,31.85,86,2026-02-28T14:00:14.764810,LOT001
W0001,-81.41,51.51,41,2026-02-28T13:27:38.764810,LOT001
W0001,35.44,-42.55,34,2026-02-28T13:38:22.764810,LOT001
W0001,-115.93,51.47,17,2026-02-28T13:57:12.764810,LOT001
W0001,6.09,81.7,83,2026-02-28T13:31:49.764810,LOT001
W0001,6.05,105.65,59,2026-02-28T13:32:56.764810,LOT001
W0001,15.57,18.28,97,2026-02-28T13:16:18.764810,LOT001
W0001,113.0,-28.96,2,2026-02-28T13:42:38.764810,LOT001
W0001,76.54,36.09,80,2026-02-28T13:49:47.764810,LOT001
W0001,61.22,-86.11,13,2026-02-28T13:16:21.764810,LOT001
W0001,-44.82,26.98,69,2026-02-28T13:25:54.764810,LOT001
W0001,-32.33,-18.76,65,2026-02-28T13:29:27.764810,LOT001
W0001,121.25,-45.52,17,2026-02-28T13:35:10.764810,LOT001
W0001,4.2,85.1,9,2026-02-28T13:28:01.764810,LOT001
W0001,-31.04,36.63,48,2026-02-28T13:30:48.764810,LOT001
W0001,-2.37,-72.53,21,2026-02-28T13:41:15.764810,LOT001
W0001,-12.26,144.01,70,2026-02-28T13:59:22.764810,LOT001
W0001,-2.21,-51.37,39,2026-02-28T13:53:06.764810,LOT001
W0001,40.02,-77.96,84,2026-02-28T13:47:27.764810,LOT001
W0001,-108.35,42.26,2,2026-02-28T13:56:56.764810,LOT001
W0001,-95.44,-46.3,71,2026-02-28T13:31:47.764810,LOT001
W0001,119.04,-7.81,85,2026-02-28T13:18:25.764810,LOT001
W0001,50.27,-98.3,18,2026-02-28T13:29:24.764810,LOT001
W0001,-99.32,-66.42,15,2026-02-28T13:18:39.764810,LOT001
W0001,-113.81,-11.77,96,2026-02-28T13:49:07.764810,LOT001
W0001,-88.1,-40.72,20,2026-02-28T13:29:56.764810,LOT001
W0001,1.03,57.12,37,2026-02-28T13:52:38.764810,LOT001
W0001,38.37,-125.47,27,2026-02-28T14:00:20.764810,LOT001
W0001,-131.68,-66.94,44,2026-02-28T13:25:14.764810,LOT001
W0001,91.86,74.48,88,2026-02-28T13:54:38.764810,LOT001
W0001,-94.64,-87.2,34,2026-02-28T13:45:51.764810,LOT001
W0001,-38.86,-4.64,63,2026-02-28T13:28:29.764810,LOT001
W0001,35.48,-39.33,7,2026-02-28T13:17:39.764810,LOT001
W0001,-11.24,74.24,82,2026-02-28T13:40:15.764810,LOT001
W0001,64.0,118.56,36,2026-02-28T13:14:21.764810,LOT001
W0001,3.5,9.63,1,2026-02-28T13:34:07.764810,LOT001
W0001,-117.85,-15.78,99,2026-02-28T13:20:16.764810,LOT001
W0001,9.79,-77.26,82,2026-02-28T13:29:13.764810,LOT001
W0001,-69.23,-36.81,21,2026-02-28T14:01:57.764810,LOT001
W0001,-86.57,-51.75,57,2026-02-28T13:49:00.764810,LOT001
W0001,28.08,53.73,91,2026-02-28T13:40:32.764810,LOT001
W0001,86.75,-0.47,72,2026-02-28T13:12:00.764810,LOT001
W0001,-123.92,11.13,15,2026-02-28T13:16:29.764810,LOT001
W0001,26.05,73.63,89,2026-02-28T13:21:31.764810,LOT001
W0001,-20.5,-111.73,70,2026-02-28T13:13:48.764810,LOT001
W0001,-64.87,-41.08,48,2026-02-28T13:51:06.764810,LOT001
W0001,43.78,21.23,71,2026-02-28T13:21:27.764810,LOT001
W0001,31.73,-78.83,56,2026-02-28T13:20:03.764810,LOT001
W0001,-76.21,-101.8,6,2026-02-28T13:32:23.764810,LOT001
W0001,-94.03,-64.47,47,2026-02-28T14:05:41.764810,LOT001
W0001,-125.93,7.35,6,2026-02-28T13:35:46.764810,LOT001
W0001,-26.88,144.71,27,2026-02-28T13:57:54.764810,LOT001
W0001,-116.39,-30.64,32,2026-02-28T13:56:52.764810,LOT001
W0001,95.12,-72.63,14,2026-02-28T13:35:29.764810,LOT001
W0001,-98.73,50.59,72,2026-02-28T14:11:03.764810,LOT001
W0001,128.81,17.03,53,2026-02-28T13:53:43.764810,LOT001
W0001,21.48,-66.01,96,2026-02-28T13:21:54.764810,LOT001
W0001,80.85,-93.89,31,2026-02-28T14:10:22.764810,LOT001
W0001,-52.9,-22.37,21,2026-02-28T14:05:57.764810,LOT001
W0001,2.28,-77.28,23,2026-02-28T13:39:29.764810,LOT001
W0001,-115.55,33.19,4,2026-02-28T13:23:35.764810,LOT001
W0001,-63.41,24.37,95,2026-02-28T13:34:01.764810,LOT001
W0001,-103.69,-5.66,53,2026-02-28T14:06:06.764810,LOT001
W0001,9.78,-134.45,86,2026-02-28T14:10:20.764810,LOT001
W0001,-49.02,-109.68,95,2026-02-28T14:06:41.764810,LOT001
W0001,-53.29,92.96,32,2026-02-28T13:29:33.764810,LOT001
W0001,-73.61,54.45,21,2026-02-28T14:05:06.764810,LOT001
W0001,78.07,28.69,90,2026-02-28T13:18:43.764810,LOT001
W0001,-8.53,-26.45,49,2026-02-28T14:10:53.764810,LOT001
W0001,-45.34,128.86,5,2026-02-28T14:09:57.764810,LOT001
W0001,-112.71,69.26,61,2026-02-28T13:26:32.764810,LOT001
W0001,-130.05,72.34,26,2026-02-28T14:07:05.764810,LOT001
W0001,22.34,102.55,59,2026-02-28T13:35:13.764810,LOT001
W0001,-108.07,88.58,40,2026-02-28T14:07:21.764810,LOT001
W0001,-89.51,-100.9,30,2026-02-28T13:26:34.764810,LOT001
W0001,-100.72,94.37,4,2026-02-28T13:56:24.764810,LOT001
W0001,49.56,6.92,25,2026-02-28T13:38:33.764810,LOT001
W0001,-42.35,113.16,43,2026-02-28T13:30:22.764810,LOT001
W0001,-32.27,94.98,9,2026-02-28T14:04:08.764810,LOT001
W0001,-18.26,-36.92,36,2026-02-28T13:35:19.764810,LOT001
W0001,-11.2,-59.59,83,2026-02-28T13:46:07.764810,LOT001
W0001,74.28,0.82,52,2026-02-28T13:57:44.764810,LOT001
W0001,-80.34,119.87,69,2026-02-28T13:33:57.764810,LOT001
W0001,-34.83,13.07,4,2026-02-28T13:19:13.764810,LOT001
W0001,121.94,37.27,34,2026-02-28T13:23:32.764810,LOT001
W0001,38.31,-49.53,75,2026-02-28T13:29:28.764810,LOT001
W0001,-108.22,88.21,5,2026-02-28T13:18:45.764810,LOT001
W0001,36.02,10.04,77,2026-02-28T13:41:00.764810,LOT001
W0001,118.17,86.58,45,2026-02-28T14:01:05.764810,LOT001
W0001,-104.5,-56.48,41,2026-02-28T13:41:08.764810,LOT001
W0001,-75.45,73.18,78,2026-02-28T13:46:15.764810,LOT001
W0001,-139.94,20.97,15,2026-02-28T13:37:38.764810,LOT001
W0001,78.74,113.03,74,2026-02-28T13:24:19.764810,LOT001
W0001,-47.38,96.38,33,2026-02-28T13:14:22.764810,LOT001
W0001,-111.75,-30.81,91,2026-02-28T13:41:07.764810,LOT001
W0001,89.19,-105.02,1,2026-02-28T13:46:50.764810,LOT001
W0001,-81.22,66.68,69,2026-02-28T13:58:14.764810,LOT001
W0001,66.01,42.34,93,2026-02-28T14:02:00.764810,LOT001
W0001,58.18,12.82,95,2026-02-28T13:57:07.764810,LOT001
W0001,-74.46,-46.29,26,2026-02-28T13:36:12.764810,LOT001
W0001,25.02,-29.74,56,2026-02-28T13:16:07.764810,LOT001
W0001,-11.4,134.19,86,2026-02-28T13:33:53.764810,LOT001
W0001,-103.99,25.87,80,2026-02-28T13:32:46.764810,LOT001
W0001,1.77,33.44,85,2026-02-28T14:09:14.764810,LOT001
W0001,129.64,19.54,16,2026-02-28T14:00:29.764810,LOT001
W0001,59.0,126.75,39,2026-02-28T13:45:58.764810,LOT001
W0001,62.17,-104.24,40,2026-02-28T13:56:52.764810,LOT001
W0001,22.89,32.01,53,2026-02-28T13:33:37.764810,LOT001
W0001,-22.76,70.93,52,2026-02-28T13:58:56.764810,LOT001
W0001,-14.75,-116.03,38,2026-02-28T13:49:11.764810,LOT001
W0001,110.97,5.65,17,2026-02-28T13:24:26.764810,LOT001
W0001,27.38,-30.3,54,2026-02-28T13:56:44.764810,LOT001
W0001,-133.57,-49.44,49,2026-02-28T13:57:35.764810,LOT001
W0001,-49.95,-30.55,96,2026-02-28T13:23:13.764810,LOT001
W0001,11.22,125.96,79,2026-02-28T13:50:12.764810,LOT001
W0001,-46.1,-45.91,39,2026-02-28T13:39:04.764810,LOT001
W0001,71.25,-14.33,71,2026-02-28T14:08:15.764810,LOT001
W0001,-82.62,-14.27,1,2026-02-28T13:32:05.764810,LOT001
W0001,-107.74,-97.08,37,2026-02-28T13:25:41.764810,LOT001
W0001,-0.49,-24.32,56,2026-02-28T14:04:59.764810,LOT001
W0001,124.45,-41.28,75,2026-02-28T13:52:45.764810,LOT001
W0001,24.18,39.68,84,2026-02-28T13:33:20.764810,LOT001
W0001,-105.4,-25.61,60,2026-02-28T13:41:30.764810,LOT001
W0001,0.66,28.62,57,2026-02-28T13:57:28.764810,LOT001
W0001,-129.88,74.99,28,2026-02-28T13:46:14.764810,LOT001
W0001,-87.03,119.42,61,2026-02-28T14:05:32.764810,LOT001
W0001,-88.46,-92.79,95,2026-02-28T13:22:56.764810,LOT001
W0001,-139.04,-8.38,85,2026-02-28T13:17:08.764810,LOT001
W0001,19.45,-130.29,37,2026-02-28T13:46:32.764810,LOT001
W0001,82.66,-14.01,85,2026-02-28T13:54:33.764810,LOT001
W0001,7.32,-17.77,80,2026-02-28T13:34:13.764810,LOT001
W0001,-29.77,17.89,12,2026-02-28T14:07:13.764810,LOT001
W0001,-103.43,-95.42,97,2026-02-28T13:27:23.764810,LOT001
W0001,-38.01,-68.78,87,2026-02-28T13:32:32.764810,LOT001
W0001,43.2,-27.38,29,2026-02-28T14:06:24.764810,LOT001
W0001,64.79,47.68,26,2026-02-28T13:21:24.764810,LOT001
W0001,-80.68,51.57,4,2026-02-28T13:14:30.764810,LOT001
W0001,89.97,-96.44,32,2026-02-28T13:43:47.764810,LOT001
W0001,45.82,-78.55,79,2026-02-28T14:09:21.764810,LOT001
W0001,-120.17,-77.05,99,2026-02-28T13:16:19.764810,LOT001
W0001,66.68,106.71,59,2026-02-28T13:39:38.764810,LOT001
W0001,99.07,-30.84,81,2026-02-28T13:50:38.764810,LOT001
W0001,50.43,-88.5,25,2026-02-28T14:00:23.764810,LOT001
W0001,-62.06,118.9,90,2026-02-28T13:37:33.764810,LOT001
W0001,-95.57,24.91,64,2026-02-28T13:38:37.764810,LOT001
W0001,-23.57,117.8,32,2026-02-28T13:21:25.764810,LOT001
W0001,95.23,-47.45,84,2026-02-28T13:58:17.764810,LOT001
W0001,-72.17,-36.09,1,2026-02-28T14:02:36.764810,LOT001
W0001,27.09,-69.58,99,2026-02-28T13:18:37.764810,LOT001
W0001,37.24,-27.18,55,2026-02-28T13:26:17.764810,LOT001
W0001,15.61,-19.16,23,2026-02-28T14:06:14.764810,LOT001
W0001,-61.66,134.54,90,2026-02-28T13:46:42.764810,LOT001
W0001,79.08,-107.97,60,2026-02-28T13:14:46.764810,LOT001
W0001,110.54,-3.77,72,2026-02-28T13:28:21.764810,LOT001
W0001,118.37,89.96,16,2026-02-28T13:42:30.764810,LOT001
W0001,-22.44,-143.26,18,2026-02-28T14:06:03.764810,LOT001
W0001,-69.4,12.49,60,2026-02-28T13:56:55.764810,LOT001
W0001,40.04,-72.63,68,2026-02-28T13:49:30.764810,LOT001
W0001,-108.19,100.48,77,2026-02-28T13:33:00.764810,LOT001
W0001,145.32,7.71,97,2026-02-28T13:41:33.764810,LOT001
W0001,-98.5,-68.31,79,2026-02-28T14:06:59.764810,LOT001
W0001,-114.67,22.95,93,2026-02-28T13:45:48.764810,LOT001
W0001,-67.78,16.25,55,2026-02-28T14:08:03.764810,LOT001
W0001,45.43,98.92,71,2026-02-28T13:41:47.764810,LOT001
W0001,112.17,29.22,21,2026-02-28T14:02:07.764810,LOT001
W0001,30.16,49.51,61,2026-02-28T13:42:04.764810,LOT001
W0001,-24.37,-35.06,34,2026-02-28T14:02:40.764810,LOT001
W0001,5.68,-135.91,32,2026-02-28T14:08:41.764810,LOT001
W0001,-100.11,71.41,82,2026-02-28T13:30:16.764810,LOT001
W0001,-125.16,30.95,99,2026-02-28T14:04:26.764810,LOT001
W0001,-76.4,-33.21,67,2026-02-28T13:44:25.764810,LOT001
W0001,-63.39,-43.3,81,2026-02-28T13:27:40.764810,LOT001
W0001,65.71,-60.86,36,2026-02-28T13:41:22.764810,LOT001
W0002,15.69,-1.76,35,2026-03-09T00:45:30.764810,LOT001
W0002,25.05,-32.79,41,2026-03-09T00:59:27.764810,LOT001
W0002,13.85,-17.07,11,2026-03-09T00:32:01.764810,LOT001
W0002,-16.93,13.01,20,2026-03-09T00:38:22.764810,LOT001
W0002,7.51,-0.6,50,2026-03-09T01:09:57.764810,LOT001
W0002,17.23,-11.15,20,2026-03-09T01:10:48.764810,LOT001
W0002,50.04,-5.89,28,2026-03-09T00:26:58.764810,LOT001
W0002,-14.52,-12.35,54,2026-03-09T00:50:24.764810,LOT001
W0002,23.08,4.7,43,2026-03-09T00:59:37.764810,LOT001
W0002,-5.93,11.96,60,2026-03-09T00:50:58.764810,LOT001
